epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,194.761,3.9922,6.14715,4.23721,1e-05,0.00588,0,0,4.1704,4.63766,4.15936,0.0002312,0.0002312,0.0002312
